docno,text
934,Dex Number: #0934 Garganacl Rock Name: Garganacl Type: Rock Description: Garganacl will rub its fingertips together and sprinkle injured Pokémon with salt. Even severe wounds will promptly heal afterward.
935,"Dex Number: #0935 Charcadet Fire Name: Charcadet Type: Fire Description: Burnt charcoal came to life and became a Pokémon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents."
936,"Dex Number: #0936 Armarouge Fire · Psychic Name: Armarouge Type: Fire, Psychic Description: Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This Pokémon is incredibly loyal."
937,"Dex Number: #0937 Ceruledge Fire · Ghost Name: Ceruledge Type: Fire, Ghost Description: The fiery blades on its arms burn fiercely with the lingering resentment of a sword wielder who fell before accomplishing their goal."
938,"Dex Number: #0938 Tadbulb Electric Name: Tadbulb Type: Electric Description: Tadbulb shakes its tail to generate electricity. If it senses danger, it will make its head blink on and off to alert its allies."
939,"Dex Number: #0939 Bellibolt Electric Name: Bellibolt Type: Electric Description: When this Pokémon expands and contracts its wobbly body, the belly-button dynamo in its stomach produces a huge amount of electricity."
940,"Dex Number: #0940 Wattrel Electric · Flying Name: Wattrel Type: Electric, Flying Description: When its wings catch the wind, the bones within produce electricity. This Pokémon dives into the ocean, catching prey by electrocuting them."
941,"Dex Number: #0941 Kilowattrel Electric · Flying Name: Kilowattrel Type: Electric, Flying Description: Kilowattrel inflates its throat sac to amplify its electricity. By riding the wind, this Pokémon can fly over 430 miles in a day."
942,"Dex Number: #0942 Maschiff Dark Name: Maschiff Type: Dark Description: It always scowls in an attempt to make opponents take it seriously, but even crying children will burst into laughter when they see Maschiff’s face."
943,Dex Number: #0943 Mabosstiff Dark Name: Mabosstiff Type: Dark Description: This Pokémon can store energy in its large dewlap. Mabosstiff unleashes this energy all at once to blow away enemies.
944,"Dex Number: #0944 Shroodle Poison · Normal Name: Shroodle Type: Poison, Normal Description: Though usually a mellow Pokémon, it will sink its sharp, poison-soaked front teeth into any that anger it, causing paralysis in the object of its ire."
945,"Dex Number: #0945 Grafaiai Poison · Normal Name: Grafaiai Type: Poison, Normal Description: The color of the poisonous saliva depends on what the Pokémon eats. Grafaiai covers its fingers in its saliva and draws patterns on trees in forests."
946,"Dex Number: #0946 Bramblin Grass · Ghost Name: Bramblin Type: Grass, Ghost Description: A soul unable to move on to the afterlife was blown around by the wind until it got tangled up with dried grass and became a Pokémon."
947,"Dex Number: #0947 Brambleghast Grass · Ghost Name: Brambleghast Type: Grass, Ghost Description: It will open the branches of its head to envelop its prey. Once it absorbs all the life energy it needs, it expels the prey and discards it."
948,"Dex Number: #0948 Toedscool Ground · Grass Name: Toedscool Type: Ground, Grass Description: Toedscool lives in muggy forests. The flaps that fall from its body are chewy and very delicious."
949,"Dex Number: #0949 Toedscruel Ground · Grass Name: Toedscruel Type: Ground, Grass Description: These Pokémon gather into groups and form colonies deep within forests. They absolutely hate it when strangers approach."
950,"Dex Number: #0950 Klawf Rock Name: Klawf Type: Rock Description: Klawf hangs upside-down from cliffs, waiting for prey. But Klawf can’t remain in this position for long because its blood rushes to its head."
951,"Dex Number: #0951 Capsakid Grass Name: Capsakid Type: Grass Description: The more sunlight this Pokémon bathes in, the more spicy chemicals are produced by its body, and thus the spicier its moves become."
952,"Dex Number: #0952 Scovillain Grass · Fire Name: Scovillain Type: Grass, Fire Description: The red head converts spicy chemicals into fire energy and blasts the surrounding area with a super spicy stream of flame."
953,Dex Number: #0953 Rellor Bug Name: Rellor Type: Bug Description: This Pokémon creates a mud ball by mixing sand and dirt with psychic energy. It treasures its mud ball more than its own life.
954,"Dex Number: #0954 Rabsca Bug · Psychic Name: Rabsca Type: Bug, Psychic Description: The body that supports the ball barely moves. Therefore, it is thought that the true body of this Pokémon is actually inside the ball."
955,Dex Number: #0955 Flittle Psychic Name: Flittle Type: Psychic Description: Flittle’s toes levitate about half an inch above the ground because of the psychic power emitted from the frills on the Pokémon’s belly.
956,"Dex Number: #0956 Espathra Psychic Name: Espathra Type: Psychic Description: It immobilizes opponents by bathing them in psychic power from its large eyes. Despite its appearance, it has a vicious temperament."
957,"Dex Number: #0957 Tinkatink Fairy · Steel Name: Tinkatink Type: Fairy, Steel Description: It swings its handmade hammer around to protect itself, but the hammer is often stolen by Pokémon that eat metal."
958,"Dex Number: #0958 Tinkatuff Fairy · Steel Name: Tinkatuff Type: Fairy, Steel Description: This Pokémon will attack groups of Pawniard and Bisharp, gathering metal from them in order to create a large and sturdy hammer."
959,"Dex Number: #0959 Tinkaton Fairy · Steel Name: Tinkaton Type: Fairy, Steel Description: This intelligent Pokémon has a very daring disposition. It knocks rocks into the sky with its hammer, aiming for flying Corviknight."
960,Dex Number: #0960 Wiglett Water Name: Wiglett Type: Water Description: This Pokémon can pick up the scent of a Veluza just over 65 feet away and will hide itself in the sand.
961,"Dex Number: #0961 Wugtrio Water Name: Wugtrio Type: Water Description: It has a vicious temperament, contrary to what its appearance may suggest. It wraps its long bodies around prey, then drags the prey into its den."
962,"Dex Number: #0962 Bombirdier Flying · Dark Name: Bombirdier Type: Flying, Dark Description: It gathers things up in an apron made from shed feathers added to the Pokémon’s chest feathers, then drops those things from high places for fun."
963,Dex Number: #0963 Finizen Water Name: Finizen Type: Water Description: It likes playing with others of its kind using the water ring on its tail. It uses ultrasonic waves to sense the emotions of other living creatures.
964,Dex Number: #0964 Palafin Water Name: Palafin Type: Water Description: This Pokémon changes its appearance if it hears its allies calling for help. Palafin will never show anybody its moment of transformation.
965,"Dex Number: #0965 Varoom Steel · Poison Name: Varoom Type: Steel, Poison Description: It is said that this Pokémon was born when an unknown poison Pokémon entered and inspirited an engine left at a scrap-processing factory."
966,"Dex Number: #0966 Revavroom Steel · Poison Name: Revavroom Type: Steel, Poison Description: It creates a gas out of poison and minerals from rocks. It then detonates the gas in its cylinders—now numbering eight—to generate energy."
967,"Dex Number: #0967 Cyclizar Dragon · Normal Name: Cyclizar Type: Dragon, Normal Description: Apparently Cyclizar has been allowing people to ride on its back since ancient times. Depictions of this have been found in 10,000-year-old murals."
968,"Dex Number: #0968 Orthworm Steel Name: Orthworm Type: Steel Description: When attacked, this Pokémon will wield the tendrils on its body like fists and pelt the opponent with a storm of punches."
969,"Dex Number: #0969 Glimmet Rock · Poison Name: Glimmet Type: Rock, Poison Description: It absorbs nutrients from cave walls. The petals it wears are made of crystallized poison."
970,"Dex Number: #0970 Glimmora Rock · Poison Name: Glimmora Type: Rock, Poison Description: When this Pokémon detects danger, it will open up its crystalline petals and fire beams from its conical body."
971,Dex Number: #0971 Greavard Ghost Name: Greavard Type: Ghost Description: It is said that a dog Pokémon that died in the wild without ever interacting with a human was reborn as this Pokémon.
972,"Dex Number: #0972 Houndstone Ghost Name: Houndstone Type: Ghost Description: Houndstone spends most of its time sleeping in graveyards. Among all the dog Pokémon, this one is most loyal to its master."
973,"Dex Number: #0973 Flamigo Flying · Fighting Name: Flamigo Type: Flying, Fighting Description: This Pokémon apparently ties the base of its neck into a knot so that energy stored in its belly does not escape from its beak."
974,Dex Number: #0974 Cetoddle Ice Name: Cetoddle Type: Ice Description: This species left the ocean and began living on land a very long time ago. It seems to be closely related to Wailmer.
975,"Dex Number: #0975 Cetitan Ice Name: Cetitan Type: Ice Description: This Pokémon wanders around snowy, icy areas. It protects its body with powerful muscles and a thick layer of fat under its skin."
976,"Dex Number: #0976 Veluza Water · Psychic Name: Veluza Type: Water, Psychic Description: When Veluza discards unnecessary flesh, its mind becomes honed and its psychic power increases. The spare flesh has a mild but delicious flavor."
977,"Dex Number: #0977 Dondozo Water Name: Dondozo Type: Water Description: This Pokémon is a glutton, but it’s bad at getting food. It teams up with a Tatsugiri to catch prey."
978,"Dex Number: #0978 Tatsugiri Dragon · Water Name: Tatsugiri Type: Dragon, Water Description: This is a small dragon Pokémon. It lives inside the mouth of Dondozo to protect itself from enemies on the outside."
979,"Dex Number: #0979 Annihilape Fighting · Ghost Name: Annihilape Type: Fighting, Ghost Description: When its anger rose beyond a critical point, this Pokémon gained power that is unfettered by the limits of its physical body."
980,"Dex Number: #0980 Clodsire Poison · Ground Name: Clodsire Type: Poison, Ground Description: When attacked, this Pokémon will retaliate by sticking thick spines out from its body. It’s a risky move that puts everything on the line."
